date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:14:50	852946/852946	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202023%2016:14:45%20GMT	https://www.classcentral.com/subject/science	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/subject/science.html	(from https://www.classcentral.com/)
21:14:52	802586/802586	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202023%2016:14:47%20GMT	https://www.classcentral.com/subject/education	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/subject/education.html	(from https://www.classcentral.com/)
21:14:56	836732/836732	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202023%2016:14:51%20GMT	https://www.classcentral.com/subject/social-sciences	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/subject/social-sciences.html	(from https://www.classcentral.com/)
21:14:56	7691/7691	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2012%20Feb%202023%2016:14:52%20GMT	https://www.classcentral.com/subject/art-and-design	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/subject/art-and-design	(from https://www.classcentral.com/)
21:15:01	852922/852922	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202023%2016:14:57%20GMT	https://www.classcentral.com/subject/data-science	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/subject/data-science.html	(from https://www.classcentral.com/)
21:15:06	886436/886436	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202023%2016:15:02%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/subject/programming-and-software-development.html	(from https://www.classcentral.com/)
21:15:10	838543/838543	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202023%2016:15:03%20GMT	https://www.classcentral.com/subject/personal-development	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/subject/personal-development.html	(from https://www.classcentral.com/)
21:15:13	801926/801926	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202023%2016:15:07%20GMT	https://www.classcentral.com/subject/infosec	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/subject/infosec.html	(from https://www.classcentral.com/)
21:15:15	3020851/3020851	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202023%2016:15:11%20GMT	https://www.classcentral.com/universities	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
21:15:18	848456/848456	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202023%2016:15:13%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
21:15:18	155497/155497	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202023%2001:46:49%20GMT	https://www.classcentral.com/report/	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
21:15:19	4282/4282	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Jan%202023%2012:59:08%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
21:15:19	33057/33057	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Feb%202023%2022:43:07%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
21:15:19	4168/4168	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2014:19:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
21:15:19	35437/35437	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Feb%202023%2008:44:54%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
21:15:22	183560/183560	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202023%2014:11:50%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/Users/azb/Desktop/JObs/Coding%20all%20Stars/DevTask/ClassCentral/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
